arc_id,flow_m3h
A020109,172.34
A020135,392.145
A020239,111.811
A020378,133.741
A020405,816.979
A020441,41.183
A020531,130.756
A020545,64.559
A020625,536.65
A020649,106.948
A020677,64.918
A020690,77.108
A020797,581.674
A020821,773.843
A020899,94.686
A021050,3854.81
A021132,134.573
A021202,420.353
A021379,6.941
A021384,398.396
A021415,114.112
A021443,50.0
A021536,38.346
A021586,48.549
A021710,376.722
A021820,168.755
A022003,429.36
A022075,144.06
A022167,64.559
A022282,80.289
A022317,292.126
A022378,691.543
A022384,146.005
A022422,83.221
A022560,35.94
A022592,1118.127
A022646,73.256
A022665,1475.563
A022699,332.404
A022761,97.126
A022774,36.343
A022777,404.175
A022945,48.549
A023024,142.305
A023110,738.417
A023140,298.413
A023150,178.724
A023255,352.481
A023274,154.422
A023407,1960.279
A023414,133.63
A023485,53.34
A023506,51.756
A023518,33.63
A023598,85.764
A023656,300.62
A023661,50.0
A023741,396.471
A023968,66.549
A024039,2.292
A024243,192.79
A024447,248.574
A024520,343.86
A024568,80.727
A024633,90.507
A024777,536.761
A024805,347.214
A024880,1138.986
A024901,118.614
A024924,530.785
A025280,627.889
A025298,50.0
A025304,122.491
A025360,83.998
A025366,124.296
A025501,34.871
A025517,78.609
A025554,101.304
A025693,118.614
A025749,131.711
A025775,64.157
A025785,96.703
A025810,565.583
A025870,85.697
A025923,283.578
A025984,420.894
A026002,186.734
A026027,32.552
A026076,130.756
A026110,174.785
A026152,133.63
A026159,10.813
A026193,227.277
A026199,293.057
A026298,67.908
A026324,245.35
A026335,169.979
A026340,153.441
A026343,784.11
A026412,126.596
A026417,672.53
A026451,620.915
A026466,72.057
A026587,364.253
A026659,168.719
A026673,141.139
A026704,172.34
A026713,50.0
A026755,59.1
A026775,317.729
A026910,264.304
A026932,45.39
A026972,1088.159
A026978,49.31
A026986,131.711
A027014,85.907
A027081,145.112
A027121,346.798
A027140,120.087
A027159,125.714
A027201,248.574
A027203,738.417
A027261,1.925
A027279,4127.186
A027427,204.491
A027443,790.561
A027542,317.729
A027591,40.739
A027746,773.843
A027903,376.722
A027930,272.843
A027960,96.48
A028055,56.027
A028070,261.669
A028151,259.49
A028153,531.638
A028165,351.767
A028212,23.138
A028443,15.627
A028446,195.246
A028461,60.674
A028471,301.261
A028510,678.579
A028516,746.629
A028551,235.909
A028581,531.638
A028603,125.531
A028671,842.357
A028673,184.838
A028701,113.618
A028705,94.78
A028817,178.594
A028867,94.162
A028955,125.531
A029034,256.385
A029145,34.45
A029253,50.0
A029321,2523.36
A029361,33.234
A029596,78.609
A029669,309.358
A029730,111.878
A029928,114.112
A029934,86.475
A029987,843.963
A030024,50.0
A030069,50.281
A030093,101.304
A030177,118.017
A030193,2867.484
A030523,75.102
A030533,94.042
A030560,139.348
A030576,776.574
A030645,92.478
A030829,850.958
A030936,90.507
A030958,136.649
A030961,2225.955
A030964,1239.483
A031031,2888.482
A031072,124.099
A031118,7.061
A031164,352.481
A031296,1818.573
A031307,83.715
A031447,288.256
A031531,50.0
A031609,90.601
A031772,125.62
A031795,524.021
A031852,288.256
A031873,1273.701
A031917,93.617
A031932,106.948
A032027,193.207
A032031,16.346
A032068,29.095
A032088,172.504
A032112,500.821
A032234,610.586
A032416,306.511
A032425,44.608
A032486,257.23
A032546,62.599
A032565,39.043
A032675,338.849
A032686,132.389
A032735,141.139
A032803,30.834
A032824,727.988
A033075,1120.56
A033208,23.138
A033381,258.497
A033388,299.478
A033395,362.58
A033398,877.972
A033473,59.903
A033502,318.268
A033605,81.741
A033696,105.976
A033708,182.81
A033761,46.633
A033871,2006.1
A033874,784.11
A033890,235.909
A033957,273.283
A033978,32.709
A033993,172.34
A033996,79.873
A034019,88.005
A034117,2572.548
A034168,156.07
A034265,79.95
A034270,330.379
A034330,187.789
A034508,299.478
A034543,1237.152
A034574,43.473
A034619,66.29
A034677,32.709
A034707,196.0
A034726,93.617
A034948,678.579
A035142,87.495
A035145,101.1
A035325,11.861
A035342,194.601
A035396,334.402
A035512,254.135
A035571,859.552
A035579,51.01
A035658,80.727
A035664,34.45
A035893,299.478
A035928,36.03
A036049,182.81
A036080,423.986
A036118,6.941
A036141,450.622
A036164,667.737
A036204,97.001
A036206,42.821
A036273,62.015
A036303,1659.856
A036353,194.664
A036499,2669.238
A036638,98.762
A036662,341.445
A036679,199.71
A036732,401.568
A036737,26.233
A036784,59.903
A036839,85.764
A037008,50.093
A037147,131.127
A037150,42.88
A037191,113.38
A037219,315.29
A037266,347.214
A037400,300.62
A037402,169.979
A037469,477.085
A037517,264.304
A037553,242.78
A037558,116.689
A037624,727.988
A037712,1460.696
A037731,134.573
A037785,423.986
A037818,90.601
A037865,464.623
A037911,253.336
A038012,35.94
A038158,94.686
A038163,945.249
A038206,254.135
A038275,40.739
A038360,259.49
A038394,238.177
A038399,30.0
A038474,687.28
A038486,44.608
A038505,92.398
A038648,330.794
A038657,106.298
A038675,341.445
A038727,256.963
A038851,82.843
A038873,317.729
A038876,56.027
A038892,480.644
A038943,118.017
A039014,1545.525
A039046,524.698
A039223,564.244
A039293,338.849
A039307,98.762
A039412,68.931
A039442,202.06
A039523,2746.784
A039570,611.586
A039620,487.905
A039730,68.931
A039792,89.352
A039815,691.543
A039846,133.741
A039936,36.03
A040075,42.203
A040084,133.389
A040151,124.296
A040259,490.606
A040381,132.389
A040410,1653.423
A040474,125.531
A040495,259.1
A040504,50.0
A040514,354.132
A040621,48.581
A040699,115.552
A040769,242.78
A040815,115.506
A040841,2432.89
A040842,2432.89
A040843,1585.42
A040844,1585.42
A040847,947.37
A040848,947.37
A040849,2615.2
A040850,2615.2
A040857,3286.49
A040858,3286.49
A040861,915.66
A040862,915.66
A040863,2962.61
A040864,2962.61
A040869,1597.03
A040870,1597.03
A040875,2340.32
A040876,2340.32
A040879,2189.13
A040880,2189.13
A040883,3062.44
A040884,3062.44
A040889,2614.11
A040890,2614.11
A040893,1436.93
A040894,1436.93
A040897,3145.22
A040898,3145.22
A040903,2831.28
A040904,2831.28
A040905,1521.82
A040906,1521.82
A040907,2178.47
A040908,2178.47
A040909,1199.89
A040910,1199.89
A040919,456.61
A040920,456.61
A040923,140.41
A040924,140.41
A040925,309.02
A040926,309.02
A040927,208.23
A040928,208.23
A040931,201.77
A040932,201.77
A040935,315.72
A040936,315.72
A040937,492.39
A040938,492.39
A040939,234.1
A040940,234.1
A040943,265.52
A040944,265.52
A040947,224.61
A040948,224.61
A040951,352.75
A040952,352.75
A040955,127.99
A040956,127.99
A040959,412.07
A040960,412.07
A040961,384.14
A040962,384.14
A040965,226.04
A040966,226.04
A040967,94.85
A040968,94.85
A040969,369.78
A040970,369.78
A040979,690.81
A040980,690.81
A040983,898.49
A040984,898.49
A041023,3710.91
A041024,3710.91
A041025,2738.03
A041026,2738.03
A041027,908.94
A041028,908.94
A041029,2121.14
A041030,2121.14
A041033,5403.27
A041034,5403.27
A041035,7352.65
A041036,7352.65
A041041,1044.76
A041042,1044.76
A041043,798.42
A041044,798.42
A041047,7415.54
A041048,7415.54
A041055,2116.47
A041056,2116.47
A041059,1313.22
A041060,1313.22
A041063,6075.99
A041064,6075.99
A041067,5198.95
A041068,5198.95
A041071,5672.45
A041072,5672.45
A041075,843.05
A041076,843.05
A041079,1469.12
A041080,1469.12
A041145,50.0
A041153,334.402
A041154,334.402
A041164,8.774
A041177,71.57
A041178,71.57
A041191,50.0
A041196,393.86
A041197,393.86
A041209,438.674
A041210,438.674
A041225,1373.69
A041226,1373.69
A041228,259.49
A041229,259.49
A041257,46.949
A041267,144.06
A041268,144.06
A041274,1587.54
A041275,1587.54
A041308,577.375
A041309,577.375
A041374,432.77
A041375,432.77
A041389,75.001
A041390,75.001
A041435,464.623
A041436,464.623
A041442,49.31
A041443,49.31
A041451,1415.14
A041452,1415.14
A041454,347.214
A041455,347.214
A041459,242.78
A041460,242.78
A041480,50.0
A041485,191.83
A041486,191.83
A041537,50.0
A041542,50.0
A041608,352.847
A041609,352.847
A041616,34.45
A041617,34.45
A041677,1469.88
A041678,1469.88
A041693,665.22
A041694,665.22
A041702,26.326
A041710,330.379
A041711,330.379
A041717,687.28
A041718,687.28
A041722,50.754
A041723,50.754
A041789,256.91
A041790,256.91
A041799,1239.483
A041800,1239.483
A041823,5.459
A041864,379.67
A041865,379.67
A041868,389.51
A041869,389.51
A041907,292.126
A041908,292.126
A041914,63.256
A041915,63.256
A041940,30.834
A042022,13.454
A042032,36.46
A042033,36.46
A042035,97.791
A042036,97.791
A042050,42.99
A042051,42.99
A042054,39.756
A042055,39.756
A042076,14.25
A042077,14.25
A042085,10.813
A042158,178.594
A042159,178.594
A042202,98.58
A042203,98.58
A042209,41.929
A042210,41.929
A042214,245.35
A042215,245.35
A042224,194.01
A042225,194.01
A042232,173.389
A042233,173.389
A042244,199.71
A042245,199.71
A042249,182.81
A042250,182.81
A042271,487.905
A042272,487.905
A042303,192.2
A042304,192.2
A042317,502.543
A042318,502.543
A042346,30.0
A042393,773.843
A042394,773.843
A042412,397.689
A042413,397.689
A042443,404.842
A042444,404.842
A042448,131.711
A042449,131.711
A042460,69.797
A042461,69.797
A042472,257.23
A042473,257.23
A042525,429.36
A042526,429.36
A042530,126.42
A042531,126.42
A042553,39.043
A042554,101.1
A042555,101.1
A042566,113.38
A042567,113.38
A042614,396.828
A042615,396.828
A042622,814.354
A042623,814.354
A042636,260.756
A042637,260.756
A042686,211.317
A042687,211.317
A042693,50.0
A042715,11.861
A042801,79.95
A042802,79.95
A042813,54.201
A042814,54.201
A042847,2006.1
A042848,2006.1
A042854,48.581
A042855,1138.986
A042856,1138.986
A042890,52.331
A042925,269.62
A042926,269.62
A042941,16.346
A042961,51.01
A042962,51.01
A042984,326.74
A042985,326.74
A042999,518.99
A043000,518.99
A043037,651.3
A043038,651.3
A043058,386.241
A043059,386.241
A043061,502.4
A043062,502.4
A043068,33.63
A043069,33.63
A043082,50.0
A043087,300.62
A043088,300.62
A043150,50.0
A043158,784.11
A043159,784.11
A043182,23.138
A043185,1990.279
A043186,1990.279
A043190,359.35
A043191,359.35
A043216,346.22
A043217,346.22
A043224,51.756
A043225,51.756
A043242,2.292
A043267,262.347
A043268,262.347
A043274,449.09
A043275,449.09
A043300,88.49
A043301,88.49
A043314,1120.56
A043315,1120.56
A043322,175.62
A043323,175.62
A043350,212.468
A043351,212.468
A043395,259.1
A043396,259.1
A043422,53.34
A043423,53.34
A043429,249.07
A043430,249.07
A043450,43.473
A043463,611.586
A043464,611.586
A043495,174.02
A043496,174.02
A043539,172.34
A043540,172.34
A043636,12.408
A043659,362.58
A043660,362.58
A043667,36.03
A043668,36.03
A043720,66.29
A043721,66.29
A043766,50.0
A043782,194.601
A043783,194.601
A043859,156.07
A043860,156.07
A043915,311.439
A043916,311.439
A043984,50.0
A044001,23.426
A044054,1541.695
A044055,1541.695
A044077,50.0
A044097,343.33
A044098,343.33
A044121,78.612
A044124,192.703
A044125,91.333
A044127,46.756
A044128,24.477
A044129,19.28
A044131,56.027
A044133,90.507
A044136,130.211
A044137,138.868
A044141,169.979
A044142,88.49
A044143,105.585
A044145,260.537
A044146,18.0
A044148,66.0975
A044149,32.2895
A044151,123.545
A044152,413.087
A044153,33.8
A044156,72.931
A044171,40.784
A044177,31.034
A044180,83.362
A044181,108.3586
A044182,50.2624
A044183,272.094
A044187,68.05
A044188,143.057
A044191,83.715
A044193,133.63
A044194,250.833
A044195,83.896
A044197,184.514
A044203,44.608
A044205,142.172
A044208,179.626
A044210,168.465
A044214,45.39
A044216,125.531
A044217,97.601
A044218,16.53
A044219,149.813
A044220,101.681
A044221,19.3596
A044222,272.7274
A044223,52.119
A044226,81.536
A044228,33.234
A044230,139.097
A044231,133.468
A044232,754.559
A044235,178.813
A044237,166.369
A044238,110.834
A044241,77.766
A044242,102.607
A044243,112.311
A044245,27.99
A044246,106.921
A044247,155.16
A044251,394.533
A044252,87.214
A044256,58.872
A044257,47.5951
A044258,42.5471
A044259,21.6328
A044264,124.761
A044266,87.272
A044270,42.821
A044273,85.907
A044276,80.727
A044278,82.746
A044279,18.513
A044280,130.485
A044281,13.3887
A044282,39.8767
A044283,9.0246
A044284,100.95
A044287,192.79
A044288,95.761
A044290,477.085
A044291,168.508
A044293,67.068
A044295,56.24
A044296,52.839
A044298,56.74
A044302,132.016
A044305,47.654
A044306,77.065
A044309,192.194
A044311,68.562
A044313,143.498
A044315,33.333
A044318,97.126
A044319,54.637
A044321,113.961
A044322,71.492
A044325,341.445
A044327,34.246
A044328,191.365
A044330,163.127
A044336,73.47
A044364,41.206
A044366,83.067
A044367,14.814
A044368,298.89
A044371,437.903
A044374,83.221
A044375,104.357
A044377,67.189
A044379,45.835
A044380,126.107
A044381,81.186
A044382,29.286
A044385,34.871
A044388,125.552
A044389,112.792
A044390,46.267
A044391,18.918
A044394,62.599
A044395,123.069
A044397,339.193
A044401,121.147
A044402,181.801
A044403,56.489
A044405,73.197
A044406,185.841
A044407,40.765
A044409,26.3817
A044414,21.0021
A044416,33.63
A044419,26.5912
A044420,128.499
A044423,92.398
A044424,149.76
A044426,98.086
A044427,64.345
A044429,45.585
A044431,89.479
A044433,212.468
A044434,178.594
A044435,76.393
A044437,75.416
A044438,72.051
A044440,72.057
A044443,149.507
A044444,78.7871
A044445,139.1289
A044446,384.884
A044448,56.571
A044451,141.703
A044452,132.456
A044457,77.135
A044459,50.093
A044460,112.25
A044461,352.244
A044464,111.811
A044467,58.086
A044469,85.841
A044472,46.67
A044473,95.725
A044475,144.563
A044478,85.764
A044479,18.0
A044480,112.355
A044482,31.3314
A044483,38.0096
A044487,59.417
A044490,59.1
A044493,121.287
A044496,73.486
A044497,168.49
A044499,170.805
A044500,80.015
A044502,71.725
A044503,9.93
A044505,102.43
A044508,86.475
A044509,31.927
A044510,310.053
A044516,79.621
A044525,67.74
A044532,70.997
A044534,28.842
A044535,84.617
A044537,65.723
A044538,108.839
A044541,24.739
A044542,97.791
A044544,96.703
A044546,83.998
A044548,81.741
A044549,97.748
A044551,243.017
A044552,68.765
A044554,53.79
A044556,46.633
A044559,68.931
A044560,5.245
A044561,34.45
A044563,171.616
A044564,16.698
A044565,72.46
A044566,45.7388
A044567,24.2517
A044570,37.9471
A044579,30.5746
A044583,30.9229
A044590,234.8
A044591,79.54
A044592,76.297
A044595,216.079
A044597,106.412
A044599,130.756
A044601,179.549
A044602,164.982
A044605,122.049
A044606,224.92
A044608,90.711
A044610,130.587
A044611,84.81
A044612,236.657
A044613,81.219
A044615,33.336
A044616,142.032
A044618,50.275
A044619,47.279
A044622,207.319
A044623,254.545
A044625,76.527
A044628,18.0
A044629,131.711
A044630,142.701
A044635,130.376
A044636,126.714
A044637,106.858
A044639,109.926
A044641,56.297
A044643,61.413
A044646,115.506
A044649,116.689
A044651,154.422
A044652,39.568
A044654,33.828
A044656,74.782
A044659,50.281
A044660,106.199
A044661,42.009
A044662,249.207
A044664,56.845
A044665,21.4771
A044666,232.5539
A044668,162.45
A044669,7.061
A044671,69.768
A044674,346.798
A044675,17.945
A044677,93.617
A044679,104.899
A044682,90.883
A044683,189.626
A044684,131.074
A044686,55.352
A044687,82.897
A044689,101.67
A044691,80.6742
A044692,55.1418
A044693,137.25
A044694,104.796
A044696,67.276
A044697,65.171
A044699,62.015
A044701,136.649
A044702,64.592
A044703,84.025
A044705,109.662
A044706,94.864
A044707,94.304
A044708,44.7378
A044709,9.2592
A044710,31.0546
A044711,68.5542
A044712,12.1892
A044713,77.948
A044714,121.736
A044716,194.016
A044717,183.889
A044720,66.427
A044721,86.287
A044723,255.099
A044724,78.212
A044727,97.001
A044728,198.283
A044731,108.139
A044734,75.102
A044735,59.685
A044738,94.042
A044741,142.305
A044754,214.639
A044761,57.6
A044763,282.288
A044765,41.6283
A044766,37.5087
A044767,167.904
A044770,59.903
A044771,34.858
A044772,41.929
A044773,31.5222
A044774,45.5548
A044776,130.966
A044779,96.48
A044782,81.033
A044783,231.051
A044784,94.749
A044786,112.558
A044788,651.213
A044791,94.162
A044792,61.472
A044793,127.51
A044796,226.534
A044797,54.7983
A044798,59.2487
A044799,104.301
A044802,338.849
A044803,219.531
A044807,88.005
A044809,63.5
A044810,123.483
A044811,63.274
A044812,219.604
A044814,123.09
A044817,495.427
A044819,235.909
A044820,48.481
A044822,68.604
A044824,28.886
A044825,25.143
A044828,101.552
A044829,66.245
A044830,261.788
A044833,194.01
A044834,79.972
A044835,77.204
A044838,357.311
A044839,364.629
A044842,53.079
A044844,49.012
A044845,23.4683
A044846,55.0497
A044848,123.636
A044849,68.822
A044853,125.258
A044854,317.09
A044857,39.577
A044859,71.785
A044860,40.047
A044862,39.2529
A044863,17.0821
A044875,78.831
A044876,60.288
A044877,39.945
A044878,90.687
A044880,103.917
A044882,113.908
A044883,78.245
A044885,82.843
A044886,76.14
A044888,81.112
A044889,34.3604
A044890,88.3446
A044891,20.492
A044892,8.223
A044893,113.128
A044894,55.223
A044900,118.017
A044902,35.94
A044903,75.764
A044905,112.425
A044906,155.395
A044907,68.341
A044909,121.934
A044910,191.84
A044912,15.5821
A044913,54.0979
A044915,94.686
A044917,26.246
A044918,54.263
A044920,111.913
A044921,216.864
A044922,65.264
A044929,495.229
A044935,114.963
A044938,65.509
A044939,69.06
A044941,141.139
A044942,52.313
A044943,162.034
A044946,67.521
A044947,0.604
A044948,56.973
A044950,171.835
A044951,80.555
A044954,275.866
A044956,50.344
A044957,35.982
A044958,70.288
A044961,814.859
A044964,158.702
A044965,204.895
A044968,93.29
A044969,42.88
A044971,70.063
A044972,639.439
A044975,125.714
A044979,118.614
A044981,174.272
A044982,51.736
A044986,54.861
A044987,81.27
A044988,174.972
A044990,42.318
A044993,11.154
A044996,100.78
A045000,83.139
A045003,35.655
A045004,104.541
A045006,47.914
A045007,84.535
A045014,37.727
A045024,53.092
A045025,173.926
A045026,126.493
A045027,117.275
A045029,95.114
A045031,48.075
A045032,63.256
A045033,118.433
A045034,85.205
A045038,106.381
A045039,54.201
A045040,125.197
A045042,131.127
A045043,34.496
A045045,98.665
A045047,36.839
A045049,29.849
A045051,65.483
A045052,276.876
A045053,259.1
A045055,153.046
A045056,224.327
A045058,137.995
A045060,107.488
A045063,164.868
A045065,63.654
A045068,82.97
A045076,43.717
A045081,295.671
A045085,146.005
A045088,204.491
A045091,105.976
A045093,22.908
A045094,247.272
A045095,83.171
A045098,351.767
A045099,135.049
A045101,68.2475
A045102,43.8935
A045105,45.556
A045107,78.995
A045110,52.206
A045112,89.568
A045114,42.955
A045117,210.927
A045118,101.357
A045121,129.363
A045123,45.946
A045128,58.744
A045130,23.888
A045131,258.021
A045132,11.2217
A045133,28.0703
A045136,41.183
A045139,227.277
A045140,173.118
A045141,101.988
A045142,6.871
A045143,109.988
A045144,28.2929
A045145,142.6651
A045148,100.678
A045150,36.343
A045151,149.094
A045153,122.959
A045154,195.657
A045155,26.297
A045156,17.325
A045157,60.208
A045159,120.674
A045160,52.689
A045161,22.004
A045163,106.948
A045164,201.08
A045166,87.362
A045167,24.4513
A045168,108.4818
A045171,163.678
A045172,95.25
A045173,102.956
A045175,332.404
A045176,52.048
A045177,220.397
A045178,45.507
A045179,23.0212
A045180,34.7927
A045181,246.726
A045183,44.697
A045186,81.468
A045187,409.131
A045190,178.724
A045191,59.917
A045192,66.632
A045194,85.16
A045195,134.62
A045196,78.831
A045197,50.855
A045200,48.982
A045202,147.272
A045203,33.371
A045206,53.792
A045207,89.769
A045209,92.669
A045213,40.607
A045214,2.425
A045216,115.414
A045218,133.398
A045221,62.756
A045222,264.984
A045223,116.811
A045225,50.754
A045228,258.497
A045229,68.411
A045231,105.731
A045232,69.979
A045235,139.348
A045236,70.207
A045238,72.899
A045242,85.697
A045244,69.324
A045245,183.924
A045246,13.387
A045247,30.0
A045249,92.478
A045250,100.03
A045251,86.4668
A045252,1.1282
A045255,172.491
A045256,37.246
A045259,134.573
A045260,43.734
A045261,69.031
A045264,41.035
A045266,77.023
A045269,48.87
A045283,17.252
A045294,7.181
A045295,254.135
A045298,109.908
A045301,124.296
A045302,47.625
A045303,214.039
A045305,261.308
A045306,162.283
A045307,41.953
A045309,70.968
A045311,32.5871
A045312,68.6299
A045313,66.165
A045314,190.767
A045316,264.304
A045317,70.175
A045319,92.123
A045323,84.37
A045341,11.727
A045342,109.251
A045345,222.974
A045348,101.617
A045349,82.617
A045350,48.627
A045351,89.2712
A045352,55.1917
A045354,55.7691
A045356,86.566
A045357,84.289
A045359,22.195
A045360,87.455
A045362,112.632
A045363,7.4175
A045364,23.0875
A045367,174.785
A045369,67.908
A045372,306.511
A045373,46.408
A045374,181.047
A045375,60.562
A045376,221.179
A045379,332.731
A045380,66.913
A045383,49.887
A045384,24.87
A045386,119.806
A045388,51.756
A045389,122.059
A045392,66.549
A045393,58.356
A045394,66.812
A045396,42.272
A045400,66.792
A045402,59.937
A045403,93.806
A045404,100.951
A045407,57.559
A045409,259.649
A045410,85.718
A045411,240.21
A045412,109.889
A045413,98.775
A045414,69.797
A045417,138.546
A045418,96.622
A045421,161.136
A045422,255.927
A045424,85.533
A045426,138.428
A045429,136.016
A045430,115.3564
A045431,41.4206
A045434,72.343
A045437,73.256
A045438,7.4037
A045439,4.8923
A045444,15.9058
A045448,59.1671
A045452,97.766
A045454,56.212
A045455,131.312
A045457,59.154
A045458,147.919
A045459,14.449
A045460,98.034
A045464,105.094
A045467,79.873
A045470,98.762
A045471,81.179
A045473,153.441
A045474,59.337
A045475,12.595
A045476,119.441
A045478,42.1
A045480,147.155
A045486,66.904
A045493,53.753
A045494,46.709
A045495,54.976
A045496,54.4775
A045497,15.7325
A045498,161.22
A045499,78.423
A045501,63.506
A045503,29.095
A045504,118.699
A045507,47.426
A045509,222.678
A045510,72.889
A045514,79.847
A045515,198.807
A045516,138.794
A045518,43.696
A045520,47.869
A045521,31.319
A045522,67.252
A045523,103.55
A045524,100.78
A045525,44.61
A045526,189.65
A045527,75.2
A045528,93.29
A045529,200.71
A045530,49.19
A045531,57.13
A045532,188.13
A045533,131.72
A045534,123.47
A045535,50.0
A045536,30.0
A045537,129.621
A045538,264.639
A045539,141.81
A045540,30.0
A045541,48.68
A045542,63.78
A045543,162.45
A045544,50.0
A045545,507.09
A045546,98.87
A045547,91.206
A045548,139.74
A045549,145.47
A045550,91.7
A045551,161.22
A045552,31.92
A045553,50.0
A045554,82.97
A045555,81.23
A045556,72.46
A045557,210.46
A045558,85.55
A045559,122.55
A045560,234.7
A045561,87.19
A045562,96.17
A045563,84.37
A045564,120.13
A045565,50.0
A045566,134.62
A045567,117.74
A045568,99.56
A045569,48.54
A045570,224.5
A045571,82.17
A045572,30.0
A045573,93.23
