tank_id,fill_rate_m3h,discharge_rate_m3h,end_volume_m3,min_level_shortfall_m3,critical_level_shortfall_m3,depletion_vs_initial_m3
T_TNK_0151,0.0,0.0,653.34,0.0,0.0,0.0
T_TNK_0152,0.0,0.0,473.7,0.0,0.0,0.0
T_TNK_0153,0.0,0.0,509.99,0.0,0.0,0.0
T_TNK_0154,0.0,0.0,2774.5,0.0,0.0,0.0
T_TNK_0155,0.0,82.9112,1526.62,0.0,0.0,1989.87
T_TNK_0156,0.0,7.4333,367.2,0.0,0.0,178.4
T_TNK_0157,0.0,12.4596,214.0,0.0,0.0,299.03
T_TNK_0158,0.0,0.0,1445.97,0.0,0.0,0.0
T_TNK_0159,0.0,265.1712,4838.42,0.0,0.0,6364.11
T_TNK_0160,0.0,0.0,2097.81,0.0,0.0,0.0
T_TNK_0161,0.0,0.0,1227.63,0.0,0.0,0.0
T_TNK_0162,0.0,0.0,399.09,0.0,0.0,0.0
T_TNK_0163,0.0,12.1633,192.14,0.0,0.0,291.92
T_TNK_0164,0.0,27.5608,406.19,0.0,0.0,661.46
T_TNK_0165,0.0,0.0,4909.89,0.0,0.0,0.0
T_TNK_0166,0.0,22.1923,506.384,0.0,0.0,532.616
T_TNK_0167,0.0,19.1337,311.55,0.0,0.0,459.21
T_TNK_0168,0.0,0.0,812.25,0.0,0.0,0.0
T_TNK_0169,0.0,100.8442,2099.56,0.0,0.0,2420.26
T_TNK_0170,0.0,0.0,1187.73,0.0,0.0,0.0
T_TNK_0171,0.0,14.592,490.562,0.0,0.0,350.208
T_TNK_0172,0.0,0.0,224.06,0.0,0.0,0.0
T_TNK_0173,0.0,0.0,1374.42,0.0,0.0,0.0
T_TNK_0174,0.0,0.0,3296.95,0.0,0.0,0.0
T_TNK_0175,0.0,0.0,209.6,0.0,0.0,0.0
T_TNK_0176,0.0,71.725,827.23,0.0,0.0,1721.4
T_TNK_0177,0.0,0.0,1554.61,0.0,0.0,0.0
T_TNK_0178,0.0,13.3887,218.91,0.0,0.0,321.33
T_TNK_0179,0.0,124.36,2440.2,0.0,0.0,2984.64
T_TNK_0180,0.0,0.0,1253.76,0.0,0.0,0.0
T_TNK_0181,0.0,54.2717,1389.63,0.0,0.0,1302.52
T_TNK_0182,0.0,0.0,536.57,0.0,0.0,0.0
T_TNK_0183,0.0,0.0,1683.43,0.0,0.0,0.0
T_TNK_0184,0.0,0.0,1418.01,0.0,0.0,0.0
T_TNK_0185,0.0,25.9583,804.87,0.0,0.0,623.0
T_TNK_0186,0.0,0.0,399.82,0.0,0.0,0.0
T_TNK_0187,0.0,0.0,1013.53,0.0,0.0,0.0
T_TNK_0188,0.0,0.0,1412.13,0.0,0.0,0.0
T_TNK_0189,0.0,80.9167,1114.54,0.0,0.0,1942.0
T_TNK_0190,0.0,91.9567,2134.55,0.0,0.0,2206.96
T_TNK_0191,0.0,89.2712,1103.4,0.0,0.0,2142.51
T_TNK_0192,0.0,101.356,3806.726,0.0,0.0,2432.544
T_TNK_0193,0.0,18.918,738.648,0.0,0.0,454.032
T_TNK_0194,0.0,12.1921,172.49,0.0,0.0,292.61
T_TNK_0195,0.0,94.905,2634.42,0.0,0.0,2277.72
T_TNK_0196,0.0,0.0,984.36,0.0,0.0,0.0
T_TNK_0197,0.0,0.0,1930.5,0.0,0.0,0.0
T_TNK_0198,0.0,28.8987,903.34,0.0,0.0,693.57
T_TNK_0199,0.0,0.0,4403.7,0.0,0.0,0.0
T_TNK_0200,0.0,0.0,2072.4,0.0,0.0,0.0
T_TNK_0201,0.0,57.8592,613.74,0.0,0.0,1388.62
T_TNK_0202,0.0,35.9267,1244.84,0.0,0.0,862.24
T_TNK_0203,0.0,41.6283,718.96,0.0,0.0,999.08
T_TNK_0204,0.0,44.3754,1372.51,0.0,0.0,1065.01
T_TNK_0205,0.0,19.19,369.45,0.0,0.0,460.56
T_TNK_0206,0.0,116.916,2944.716,0.0,0.0,2805.984
T_TNK_0207,0.0,0.0,1349.44,0.0,0.0,0.0
T_TNK_0208,0.0,13.657,812.912,0.0,0.0,327.768
T_TNK_0209,0.0,0.0,1063.6,0.0,0.0,0.0
T_TNK_0210,0.0,4.9562,144.25,0.0,0.0,118.95
T_TNK_0211,0.0,0.0,2959.3,0.0,0.0,0.0
T_TNK_0212,0.0,13.387,2315.632,0.0,0.0,321.288
T_TNK_0213,0.0,72.4575,1164.91,0.0,0.0,1738.98
T_TNK_0214,0.0,293.4829,3988.53,0.0,0.0,7043.59
T_TNK_0215,0.0,0.0,1732.18,0.0,0.0,0.0
T_TNK_0216,0.0,26.5804,514.33,0.0,0.0,637.93
T_TNK_0217,0.0,11.6962,288.12,0.0,0.0,280.71
T_TNK_0218,0.0,0.0,1362.76,0.0,0.0,0.0
T_TNK_0219,0.0,0.0,217.05,0.0,0.0,0.0
T_TNK_0220,0.0,0.0,364.94,0.0,0.0,0.0
T_TNK_0221,0.0,0.0,420.96,0.0,0.0,0.0
T_TNK_0222,0.0,0.0,312.72,0.0,0.0,0.0
T_TNK_0223,0.0,47.5172,1743.006,0.0,0.0,1140.414
T_TNK_0224,0.0,0.0,1276.51,0.0,0.0,0.0
T_TNK_0225,0.0,0.0,1254.07,0.0,0.0,0.0
T_TNK_0226,0.0,0.0,218.28,0.0,0.0,0.0
T_TNK_0227,0.0,0.0,5374.34,0.0,0.0,0.0
T_TNK_0228,0.0,116.9054,7305.26,0.0,0.0,2805.73
T_TNK_0229,0.0,0.0,721.96,0.0,0.0,0.0
T_TNK_0230,0.0,49.0192,770.92,0.0,0.0,1176.46
T_TNK_0231,0.0,105.8096,1141.69,0.0,0.0,2539.43
T_TNK_0232,0.0,0.0,284.65,0.0,0.0,0.0
T_TNK_0233,0.0,44.2704,878.26,0.0,0.0,1062.49
T_TNK_0234,0.0,0.0,1662.07,0.0,0.0,0.0
T_TNK_0235,0.0,98.3696,2215.18,0.0,0.0,2360.87
T_TNK_0236,0.0,77.1829,1742.51,0.0,0.0,1852.39
T_TNK_0237,0.0,53.3263,1160.53,0.0,0.0,1279.83
T_TNK_0238,0.0,0.0,1243.53,0.0,0.0,0.0
T_TNK_0239,0.0,5.987,551.402,0.0,0.0,143.688
T_TNK_0240,0.0,0.0,1073.75,0.0,0.0,0.0
T_TNK_0241,0.0,83.825,2059.84,0.0,0.0,2011.8
T_TNK_0242,0.0,0.0,1263.09,0.0,0.0,0.0
T_TNK_0243,0.0,13.15,377.3,0.0,0.0,315.6
T_TNK_0244,0.0,0.0,1430.41,0.0,0.0,0.0
T_TNK_0245,0.0,0.0,637.32,0.0,0.0,0.0
T_TNK_0246,0.0,23.0212,528.26,0.0,0.0,552.51
T_TNK_0247,0.0,0.0,525.29,0.0,0.0,0.0
T_TNK_0248,0.0,0.0,714.49,0.0,0.0,0.0
T_TNK_0249,0.0,0.0,860.88,0.0,0.0,0.0
T_TNK_0250,0.0,0.0,2283.69,0.0,0.0,0.0
T_TNK_0251,0.0,52.2104,784.47,0.0,0.0,1253.05
T_TNK_0252,0.0,0.0,597.72,0.0,0.0,0.0
T_TNK_0253,0.0,54.7983,914.31,0.0,0.0,1315.16
T_TNK_0254,0.0,0.0,2923.34,0.0,0.0,0.0
T_TNK_0255,0.0,30.1046,690.46,0.0,0.0,722.51
T_TNK_0256,0.0,0.0,681.92,0.0,0.0,0.0
T_TNK_0257,0.0,0.0,1711.94,0.0,0.0,0.0
T_TNK_0258,0.0,32.5871,487.19,0.0,0.0,782.09
T_TNK_0259,0.0,0.0,910.56,0.0,0.0,0.0
T_TNK_0260,0.0,0.0,616.03,0.0,0.0,0.0
T_TNK_0261,0.0,0.0,2194.69,0.0,0.0,0.0
T_TNK_0262,0.0,0.0,3521.67,0.0,0.0,0.0
T_TNK_0263,0.0,0.0,1168.05,0.0,0.0,0.0
T_TNK_0264,0.0,0.0,1733.46,0.0,0.0,0.0
T_TNK_0265,0.0,71.1488,2299.75,0.0,0.0,1707.57
T_TNK_0266,0.0,0.0,3173.66,0.0,0.0,0.0
T_TNK_0267,0.0,909.6342,7171.29,0.0,0.0,21831.22
T_TNK_0268,0.0,254.0771,2814.69,0.0,0.0,6097.85
T_TNK_0269,0.0,31.696,1047.486,0.0,0.0,760.704
T_TNK_0270,0.0,0.0,351.6,0.0,0.0,0.0
T_TNK_0271,0.0,0.0,675.84,0.0,0.0,0.0
T_TNK_0272,0.0,78.7871,1834.06,0.0,0.0,1890.89
T_TNK_0273,0.0,0.0,604.66,0.0,0.0,0.0
T_TNK_0274,0.0,0.0,4297.02,0.0,0.0,0.0
T_TNK_0275,0.0,15.5821,447.98,0.0,0.0,373.97
T_TNK_0276,0.0,0.0,758.79,0.0,0.0,0.0
T_TNK_0277,0.0,75.6562,1601.0,0.0,0.0,1815.75
T_TNK_0278,0.0,0.0,2445.86,0.0,0.0,0.0
T_TNK_0279,0.0,0.0,856.2,0.0,0.0,0.0
T_TNK_0280,0.0,0.0,1708.14,0.0,0.0,0.0
T_TNK_0281,0.0,0.0,386.5,0.0,0.0,0.0
T_TNK_0282,0.0,0.0,2840.86,0.0,0.0,0.0
T_TNK_0283,0.0,70.997,2098.792,0.0,0.0,1703.928
T_TNK_0284,0.0,0.0,1229.61,0.0,0.0,0.0
T_TNK_0285,0.0,0.0,772.42,0.0,0.0,0.0
T_TNK_0286,0.0,0.0,1323.15,0.0,0.0,0.0
T_TNK_0287,0.0,9.2592,173.46,0.0,0.0,222.22
T_TNK_0288,0.0,0.0,544.12,0.0,0.0,0.0
T_TNK_0289,0.0,0.0,1082.33,0.0,0.0,0.0
T_TNK_0290,0.0,0.0,658.63,0.0,0.0,0.0
T_TNK_0291,0.0,0.0,1433.67,0.0,0.0,0.0
T_TNK_0292,0.0,0.0,1345.07,0.0,0.0,0.0
T_TNK_0293,0.0,0.0,1696.0,0.0,0.0,0.0
T_TNK_0294,0.0,115.7629,1235.87,0.0,0.0,2778.31
T_TNK_0295,0.0,0.0,615.79,0.0,0.0,0.0
T_TNK_0296,0.0,39.568,1379.688,0.0,0.0,949.632
T_TNK_0297,0.0,23.4683,299.59,0.0,0.0,563.24
T_TNK_0298,0.0,14.6904,555.61,0.0,0.0,352.57
T_TNK_0299,0.0,65.6195,899.522,0.0,0.0,1574.868
T_TNK_0300,0.0,0.0,392.39,0.0,0.0,0.0
T_TNK_0301,0.0,0.0,912.32,0.0,0.0,0.0
T_TNK_0302,0.0,79.137,2142.202,0.0,0.0,1899.288
T_TNK_0303,0.0,30.5746,727.56,0.0,0.0,733.79
T_TNK_0304,0.0,0.0,21060.92,0.0,0.0,0.0
T_TNK_0305,0.0,0.0,477.07,0.0,0.0,0.0
T_TNK_0306,0.0,403.0883,4946.41,0.0,0.0,9674.12
T_TNK_0307,0.0,170.9112,2923.5,0.0,0.0,4101.87
T_TNK_0308,0.0,0.0,826.87,0.0,0.0,0.0
T_TNK_0309,0.0,0.0,1767.7,0.0,0.0,0.0
T_TNK_0310,0.0,28.2683,428.83,0.0,0.0,678.44
T_TNK_0311,0.0,0.0,942.25,0.0,0.0,0.0
T_TNK_0312,0.0,26.3637,622.04,0.0,0.0,632.73
T_TNK_0313,0.0,0.0,724.89,0.0,0.0,0.0
T_TNK_0314,0.0,0.0,779.08,0.0,0.0,0.0
T_TNK_0315,0.0,0.0,1498.77,0.0,0.0,0.0
T_TNK_0316,0.0,108.1571,1798.03,0.0,0.0,2595.77
T_TNK_0317,0.0,0.0,1819.2,0.0,0.0,0.0
T_TNK_0318,0.0,74.24,1845.02,0.0,0.0,1781.76
T_TNK_0319,0.0,9.8992,190.19,0.0,0.0,237.58
T_TNK_0320,0.0,0.0,601.59,0.0,0.0,0.0
T_TNK_0321,0.0,12.8421,125.14,0.0,0.0,308.21
T_TNK_0322,0.0,59.2487,726.412,0.0,0.0,1421.968
T_TNK_0323,0.0,7.4037,243.12,0.0,0.0,177.69
T_TNK_0324,0.0,17.3867,394.24,0.0,0.0,417.28
T_TNK_0325,0.0,68.5058,1392.9,0.0,0.0,1644.14
T_TNK_0326,0.0,0.0,567.84,0.0,0.0,0.0
T_TNK_0327,0.0,130.73,2360.08,0.0,0.0,3137.52
T_TNK_0328,0.0,0.0,3212.04,0.0,0.0,0.0
T_TNK_0329,0.0,0.0,603.46,0.0,0.0,0.0
T_TNK_0330,0.0,148.7475,3229.54,0.0,0.0,3569.94
T_TNK_0331,0.0,553.6667,8730.988,0.0,0.0,13288.002
T_TNK_0332,0.0,0.0,1790.45,0.0,0.0,0.0
T_TNK_0333,0.0,0.0,1775.65,0.0,0.0,0.0
T_TNK_0334,0.0,34.4925,568.24,0.0,0.0,827.82
T_TNK_0335,0.0,0.0,1426.81,0.0,0.0,0.0
T_TNK_0336,0.0,221.2367,3299.11,0.0,0.0,5309.68
T_TNK_0337,0.0,0.0,541.83,0.0,0.0,0.0
T_TNK_0338,0.0,0.0,857.97,0.0,0.0,0.0
T_TNK_0339,0.0,88.3692,2732.18,0.0,0.0,2120.86
T_TNK_0340,0.0,169.0558,4338.85,0.0,0.0,4057.34
T_TNK_0341,0.0,0.0,540.73,0.0,0.0,0.0
T_TNK_0342,0.0,49.6888,1818.528,0.0,0.0,1192.532
T_TNK_0343,0.0,0.0,1117.04,0.0,0.0,0.0
T_TNK_0344,0.0,44.5979,831.2,0.0,0.0,1070.35
T_TNK_0345,0.0,0.0,835.31,0.0,0.0,0.0
T_TNK_0346,0.0,84.3208,1403.45,0.0,0.0,2023.7
T_TNK_0347,0.0,8.1346,150.42,0.0,0.0,195.23
T_TNK_0348,0.0,0.0,510.32,0.0,0.0,0.0
T_TNK_0349,0.0,0.0,2150.73,0.0,0.0,0.0
T_TNK_0350,0.0,29.6942,512.4,0.0,0.0,712.66
T_TNK_0351,0.0,0.0,534.77,0.0,0.0,0.0
T_TNK_0352,0.0,15.9058,250.33,0.0,0.0,381.74
T_TNK_0353,0.0,0.0,1819.63,0.0,0.0,0.0
T_TNK_0354,0.0,654.2183,11202.4,0.0,0.0,15701.24
T_TNK_0355,0.0,0.0,570.63,0.0,0.0,0.0
T_TNK_0356,0.0,0.0,741.76,0.0,0.0,0.0
T_TNK_0357,0.0,323.5775,7314.79,0.0,0.0,7765.86
T_TNK_0358,0.0,24.4513,600.77,0.0,0.0,586.83
T_TNK_0359,0.0,0.0,1018.52,0.0,0.0,0.0
T_TNK_0360,0.0,0.0,1156.77,0.0,0.0,0.0
T_TNK_0361,0.0,0.0,563.53,0.0,0.0,0.0
T_TNK_0362,0.0,387.8042,8775.88,0.0,0.0,9307.3
T_TNK_0363,0.0,44.5892,1491.47,0.0,0.0,1070.14
T_TNK_0364,0.0,0.0,450.72,0.0,0.0,0.0
T_TNK_0365,0.0,0.0,497.02,0.0,0.0,0.0
T_TNK_0366,0.0,194.4342,2951.71,0.0,0.0,4666.42
T_TNK_0367,0.0,110.4254,2149.03,0.0,0.0,2650.21
T_TNK_0368,0.0,7.4175,87.1,0.0,0.0,178.02
T_TNK_0369,0.0,5.1158,184.09,0.0,0.0,122.78
T_TNK_0370,0.0,80.6742,1294.9,0.0,0.0,1936.18
T_TNK_0371,0.0,0.0,307.31,0.0,0.0,0.0
T_TNK_0372,0.0,0.0,518.99,0.0,0.0,0.0
T_TNK_0373,0.0,0.0,1202.38,0.0,0.0,0.0
T_TNK_0374,0.0,42.5471,751.36,0.0,0.0,1021.13
T_TNK_0375,0.0,0.0,343.38,0.0,0.0,0.0
T_TNK_0376,0.0,0.0,6422.36,0.0,0.0,0.0
T_TNK_0377,0.0,215.9079,3797.49,0.0,0.0,5181.79
T_TNK_0378,0.0,12.3671,135.77,0.0,0.0,296.81
T_TNK_0379,0.0,28.195,918.95,0.0,0.0,676.68
T_TNK_0380,0.0,15.9625,254.88,0.0,0.0,383.1
T_TNK_0381,0.0,22.8938,370.2,0.0,0.0,549.45
T_TNK_0382,0.0,0.0,525.4,0.0,0.0,0.0
T_TNK_0383,0.0,568.5825,10850.41,0.0,0.0,13645.98
T_TNK_0384,0.0,0.0,1513.15,0.0,0.0,0.0
T_TNK_0385,0.0,130.6012,2193.32,0.0,0.0,3134.43
T_TNK_0386,0.0,0.0,554.01,0.0,0.0,0.0
T_TNK_0387,0.0,0.0,974.33,0.0,0.0,0.0
T_TNK_0388,0.0,0.0,1101.33,0.0,0.0,0.0
T_TNK_0389,0.0,35.5396,726.28,0.0,0.0,852.95
T_TNK_0390,0.0,55.1917,772.16,0.0,0.0,1324.6
T_TNK_0391,0.0,0.0,1265.97,0.0,0.0,0.0
T_TNK_0392,0.0,0.0,1365.64,0.0,0.0,0.0
T_TNK_0393,0.0,0.0,412.17,0.0,0.0,0.0
T_TNK_0394,0.0,0.0,3040.81,0.0,0.0,0.0
T_TNK_0395,0.0,28.2929,423.53,0.0,0.0,679.03
T_TNK_0396,0.0,152.2821,1617.11,0.0,0.0,3654.77
T_TNK_0397,0.0,78.245,6737.95,0.0,0.0,1877.88
T_TNK_0398,0.0,106.4175,1580.11,0.0,0.0,2554.02
T_TNK_0399,0.0,0.0,520.84,0.0,0.0,0.0
T_TNK_0400,0.0,0.0,1392.41,0.0,0.0,0.0
T_TNK_0401,0.0,15.2142,569.42,0.0,0.0,365.14
T_TNK_0402,0.0,156.5087,2486.97,0.0,0.0,3756.21
T_TNK_0403,0.0,0.0,577.25,0.0,0.0,0.0
T_TNK_0404,0.0,39.2529,977.02,0.0,0.0,942.07
T_TNK_0405,0.0,0.0,1509.67,0.0,0.0,0.0
