arc_id,flow_m3h
A044899,18.5425
A044900,54.2887
A044902,35.94
A044903,75.764
A044905,112.425
A044906,155.395
A044907,68.341
A044908,121.934
A044910,191.84
A044912,15.5821
A044913,54.0979
A044915,94.686
A044916,26.246
A044918,54.263
A044920,111.913
A044921,216.864
A044922,65.264
A044929,495.229
A044935,69.2605
A044936,45.7025
A044937,31.4912
A044938,34.0178
A044939,187.3607
A044940,22.8383
A044942,52.313
A044943,162.034
A044945,8.3519
A044946,59.1691
A044947,27.7458
A044948,29.8313
A044950,171.835
A044951,80.555
A044954,275.866
A044956,50.344
A044957,35.982
A044958,70.288
A044961,814.859
A044964,158.702
A044965,204.895
A044968,93.29
A044969,42.88
A044970,9.5827
A044971,60.4803
A044972,639.439
A044973,107.4915
A044974,18.2225
A044979,118.614
A044981,174.272
A044982,51.736
A044986,54.861
A044987,81.27
A044988,174.972
A044990,42.318
A044993,11.154
A044996,100.78
A045000,83.139
A045003,35.655
A045004,104.541
A045006,73.0588
A045007,59.3903
A045014,37.727
A045024,53.092
A045025,173.926
A045026,126.493
A045027,18.9054
A045028,98.3696
A045029,95.114
A045031,48.075
A045032,63.256
A045033,118.433
A045034,85.205
A045038,106.381
A045039,54.201
A045040,125.197
A045042,131.127
A045043,28.6973
A045044,5.7988
A045045,4.7141
A045046,93.9509
A045047,33.4294
A045048,3.4096
A045049,29.849
A045051,65.483
A045052,156.5087
A045053,379.4672
A045054,15.3968
A045055,137.6492
A045056,134.2937
A045057,90.0333
A045058,137.995
A045060,107.488
A045063,164.868
A045065,63.654
A045068,82.97
A045076,43.717
A045081,295.671
A045083,28.8987
A045084,117.1063
A045088,204.491
A045091,105.976
A045093,133.3334
A045094,136.8466
A045095,83.171
A045096,68.1384
A045098,283.6286
A045100,135.049
A045101,112.141
A045105,45.556
A045107,78.995
A045110,52.206
A045112,89.568
A045114,42.955
A045115,11.5399
A045117,199.3871
A045118,101.357
A045120,39.2529
A045121,90.1101
A045123,45.946
A045128,58.744
A045130,23.888
A045131,258.021
A045132,11.2217
A045133,28.0703
A045136,41.183
A045139,227.277
A045140,173.118
A045141,101.988
A045142,116.859
A045144,28.2929
A045145,142.6651
A045148,100.678
A045150,36.343
A045151,149.094
A045153,122.959
A045154,195.657
A045155,43.622
A045157,10.5192
A045158,49.6888
A045159,120.674
A045160,52.689
A045161,22.004
A045163,106.948
A045164,201.08
A045166,87.362
A045167,113.2998
A045168,19.6333
A045171,163.678
A045172,95.25
A045173,102.956
A045175,332.404
A045176,52.048
A045177,220.397
A045178,45.507
A045179,13.4386
A045180,44.3754
A045181,218.531
A045182,28.195
A045183,44.697
A045186,81.468
A045187,409.131
A045190,178.724
A045191,59.917
A045192,66.632
A045194,85.16
A045195,167.8413
A045196,45.6097
A045197,50.855
A045200,48.982
A045201,82.9112
A045202,64.3607
A045203,33.371
A045204,53.792
A045207,61.1327
A045208,28.6363
A045211,92.669
A045213,40.607
A045214,117.839
A045217,107.2188
A045218,26.1792
A045219,62.756
A045222,264.984
A045223,116.811
A045225,50.754
A045228,258.497
A045229,68.411
A045231,105.731
A045232,69.979
A045235,139.348
A045236,70.207
A045238,72.899
A045242,85.697
A045244,69.324
A045245,183.924
A045246,13.387
A045247,30.0
A045248,92.478
A045250,100.03
A045251,58.8817
A045252,28.7133
A045253,122.491
A045255,50.0
A045256,37.246
A045259,134.573
A045260,43.734
A045261,69.031
A045263,41.035
A045266,77.023
A045269,48.87
A045283,17.252
A045294,7.181
A045295,254.135
A045298,109.908
A045300,5.584
A045301,118.712
A045302,47.625
A045303,214.039
A045305,261.308
A045306,162.283
A045307,1.2861
A045308,40.6669
A045310,70.968
A045311,74.039
A045312,27.178
A045313,66.165
A045316,455.071
A045317,49.2983
A045318,20.8767
A045319,85.5951
A045320,6.5279
A045323,84.37
A045341,11.727
A045342,109.251
A045345,222.974
A045348,101.617
A045349,82.617
A045350,48.627
A045351,43.4966
A045352,55.1917
A045353,25.0708
A045354,76.4729
A045355,12.8421
A045356,73.7239
A045357,84.289
A045359,22.195
A045360,87.455
A045362,112.632
A045363,7.4175
A045364,23.0875
A045367,174.785
A045369,67.908
A045371,122.6844
A045372,183.8266
A045373,227.455
A045375,60.562
A045376,221.179
A045379,332.731
A045380,66.913
A045383,49.887
A045384,18.6863
A045385,6.1837
A045386,75.5356
A045387,44.2704
A045388,51.756
A045389,122.059
A045391,7.8626
A045392,58.6864
A045393,58.356
A045394,66.812
A045396,42.272
A045400,66.792
A045402,59.937
A045403,93.806
A045404,100.951
A045407,57.559
A045409,259.649
A045410,85.718
A045411,240.21
A045412,109.889
A045413,98.775
A045414,69.797
A045417,138.546
A045418,69.2087
A045419,27.4133
A045420,61.8842
A045421,99.2518
A045422,255.927
A045424,85.533
A045425,124.36
A045426,14.068
A045427,57.1545
A045429,78.8615
A045430,115.3564
A045431,14.8402
A045432,26.5804
A045433,72.343
A045437,73.256
A045438,7.4037
A045439,13.0054
A045444,15.9058
A045447,19.4471
A045448,23.1371
A045450,8.4698
A045452,97.766
A045454,56.212
A045455,131.312
A045457,59.154
A045458,144.6344
A045459,17.7336
A045461,98.034
A045464,105.094
A045467,79.873
A045468,98.762
A045471,81.179
A045473,153.441
A045474,71.932
A045476,119.441
A045477,42.1
A045480,147.155
A045486,66.904
A045493,53.753
A045494,46.709
A045495,54.976
A045496,70.21
A045498,174.877
A045499,64.766
A045501,63.506
A045503,29.095
A045504,118.699
A045505,47.426
A045509,222.678
A045510,46.4398
A045511,26.4492
A045514,79.847
A045515,198.807
A045516,138.794
A045518,43.696
A045520,47.869
A045521,31.319
A045522,67.252
A045523,103.55
A045524,100.78
A045525,44.61
A045526,189.65
A045527,75.2
A045528,93.29
A045529,200.71
A045530,49.19
A045531,57.13
A045532,188.13
A045533,131.72
A045534,123.47
A045535,50.0
A045536,30.0
